選舉別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區仁勇里,3377,2274,2248,26,67.34%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區義信里,2715,1872,1839,33,68.95%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區福林里,2514,1638,1628,10,65.16%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區福德里,4619,2364,2334,30,51.18%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區福志里,6373,4291,4235,56,67.33%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區舊佳里,5234,3525,3482,43,67.35%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區福佳里,6161,4215,4177,38,68.41%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區後港里,6469,4189,4122,67,64.75%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區福中里,4485,3005,2981,24,67%
區域,2615536,1996635,101,71,30,51,32,19,1289774,1269173,20601,76.34%,64.6%,50.5%,臺北市第一選區,534932,409850,20,14,6,10,6,4,269799,266443,3356,76.62%,65.83%,50%,臺北市第一選區士林區,221000,145948,144075,1873,66.04%,臺北市第一選區士林區前港里,3490,2292,2265,27,65.67%
