選舉別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區藍橋里,1020,823,799,24,80.69%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區慈愛里,647,531,516,15,82.07%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區博愛里,957,823,799,24,86%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區壽星里,1334,1065,1038,27,79.84%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區中山里,1315,1064,1045,19,80.91%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區教仁里,2182,1769,1732,37,81.07%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區新樂里,839,674,662,12,80.33%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區中原里,732,594,577,17,81.15%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區光明里,1128,909,882,27,80.59%
區域,1448440,998715,97,83,14,43,38,5,803717,787801,15916,68.95%,80.48%,44.33%,高雄市第一選區,176241,124779,10,8,2,5,4,1,100362,98276,2086,70.8%,80.43%,50%,高雄市第一選區鹽埕區,23842,19043,18624,419,79.87%,高雄市第一選區鹽埕區育仁里,895,706,693,13,78.88%
