地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市留侯里,378,49.28%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市流芳里,356,44.44%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市赤松里,229,50.11%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市黃石里,311,43.5%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市挹秀里,525,54.69%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市湳興里,1194,46.46%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市新興里,737,43.51%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市社後里,1477,46.55%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市香社里,967,42.17%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市中正里,1095,46.34%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市自強里,1869,59.13%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市自立里,777,45.57%
臺北縣,王建火宣,01,M,1938,新黨,820808,48.16%,N,N,臺北縣板橋市,115087,44.94%,臺北縣板橋市光華里,757,50%
