地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市留侯里,304,40.86%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市流芳里,311,38.68%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市赤松里,206,46.92%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市黃石里,294,43.17%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市挹秀里,508,50%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市湳興里,931,38.47%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市新興里,574,37.2%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市社後里,1137,39.32%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市香社里,770,37.65%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市中正里,801,37.34%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市自強里,1347,46.38%
臺北縣,謝深山,01,M,1939,中國國民黨,543516,38.67%,N,N,臺北縣板橋市,82116,37.59%,臺北縣板橋市自立里,612,38.61%
