選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區仁勇里,97,3.23%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區義信里,51,2.67%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福林里,51,1.89%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福德里,56,2.15%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福志里,135,2.77%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區舊佳里,132,3.06%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福佳里,143,3.1%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區後港里,493,9.85%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福中里,610,17.63%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區前港里,371,13.94%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區百齡里,900,19.61%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區承德里,231,7.33%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福華里,518,12.06%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區明勝里,247,7.98%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福順里,490,13.98%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區富光里,485,12.89%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區葫蘆里,740,15.85%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區葫東里,287,11.83%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區社子里,249,6.06%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區社新里,342,6.59%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區社園里,212,4.99%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區永倫里,214,4.63%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區福安里,62,1.92%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區富洲里,105,2.97%
1998,區域,臺北市第一選區,翁儀賰　　,01,M,1948,民主進步黨,14148,4.62%,N,N,臺北市第一選區士林區,9211,5.5%,臺北市第一選區士林區岩山里,68,2.54%
