選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區藍橋里,82,8.76%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區慈愛里,23,6.91%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區博愛里,180,33.4%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區壽星里,100,10.57%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區中山里,60,7.01%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區教仁里,193,12.06%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區新樂里,25,3.79%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區中原里,14,2.59%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區光明里,32,3.96%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區育仁里,30,5.24%
2006,區域,高雄市第一選區,陳漢昇,01,M,1953,中國國民黨,14241,15.09%,Y,Y,高雄市第一選區鹽埕區,1399,8.55%,高雄市第一選區鹽埕區河濱里,90,7.15%
