選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區仁勇里,59,2.24%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區義信里,30,1.7%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福林里,78,3.49%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福德里,64,2.52%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福志里,134,3.37%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區舊佳里,116,3.03%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福佳里,108,2.53%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區後港里,87,2%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福中里,43,1.39%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區前港里,60,2.4%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區百齡里,116,2.88%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區承德里,95,3.23%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福華里,75,1.99%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區明勝里,69,2.54%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福順里,35,1.2%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區富光里,47,1.43%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區葫蘆里,65,1.56%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區葫東里,28,1.27%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區社子里,33,0.95%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區社新里,73,1.61%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區社園里,33,0.82%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區永倫里,42,1.02%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區福安里,16,0.54%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區富洲里,27,0.84%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區岩山里,111,5.35%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區名山里,164,4.09%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區德行里,62,2.66%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區德華里,111,3.58%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區聖山里,120,4.03%
2002,區域,臺北市第一選區,魏憶龍,01,M,1959,無黨籍及未經政黨推薦,8889,3.2%,N,Y,臺北市第一選區士林區,4753,3.16%,臺北市第一選區士林區忠誠里,161,4.9%
