選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區太平里,48,2.99%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區大德里,81,4.76%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區湄洲里,54,4.5%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區圓富里,72,6.23%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區中正里,74,6.58%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區大林里,34,3.36%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區上洲里,75,9.6%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區新光里,84,12.73%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區南勝里,162,10.13%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區中寮里,33,21.02%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區東平里,86,6.77%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區東昌里,38,4.95%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區竹峰里,35,3.15%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區瑞吉里,43,2.97%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區永和里,76,3.26%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區三協里,61,4.22%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區鯤洲里,82,12.17%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區大山里,88,9.36%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區中洲里,51,7.52%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區南洲里,65,6.41%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區旗山區,1419,6.14%,高雄市第一選區旗山區廣福里,77,18.03%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區美濃區,9371,37.89%,高雄市第一選區美濃區福安里,582,32.28%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區美濃區,9371,37.89%,高雄市第一選區美濃區合和里,622,38.68%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區美濃區,9371,37.89%,高雄市第一選區美濃區祿興里,646,37.23%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區美濃區,9371,37.89%,高雄市第一選區美濃區中壇里,442,31.75%
2010,區域,高雄市第一選區,朱信強,01,M,1968,無黨籍及未經政黨推薦,14668,18.63%,Y,N,高雄市第一選區美濃區,9371,37.89%,高雄市第一選區美濃區德興里,457,41.43%
