選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區藍橋里,25,3.22%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區慈愛里,14,2.5%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區博愛里,7,1.16%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區壽星里,30,2.97%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區中山里,35,3.7%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區教仁里,77,4.28%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區新樂里,30,4.97%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區中原里,20,3.32%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區光明里,52,6.6%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區育仁里,35,5.03%
1994,區域,高雄市第一選區,楊林宏,01,M,1956,新黨,6174,6.49%,N,N,高雄市第一選區鹽埕區,813,4.36%,高雄市第一選區鹽埕區河濱里,88,5.65%
