選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區仁勇里,56,1.78%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區義信里,63,3.44%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福林里,52,1.83%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福德里,42,1.6%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福志里,63,1.32%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區舊佳里,71,1.66%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福佳里,100,2.15%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區後港里,93,1.9%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福中里,89,2.7%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區前港里,81,3.38%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區百齡里,168,3.91%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區承德里,39,1.59%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福華里,142,3.33%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區明勝里,95,3.23%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福順里,65,1.78%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區富光里,135,3.71%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區葫蘆里,112,2.36%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區葫東里,80,3.25%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區社子里,78,2.05%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區社新里,135,2.74%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區社園里,107,2.59%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區永倫里,118,2.58%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區福安里,150,4.87%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區富洲里,122,3.62%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區岩山里,66,2.53%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區名山里,54,1.4%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區德行里,64,2.62%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區德華里,134,3.97%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區聖山里,42,1.43%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區忠誠里,53,1.52%
1994,區域,臺北市第一選區,陳進祺,01,M,1961,無黨籍及未經政黨推薦,15891,5.45%,Y,N,臺北市第一選區士林區,3796,2.36%,臺北市第一選區士林區芝山里,47,1.26%
