地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區莊敬里,4637,3296,3277,19,71.08%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區東榮里,6656,4670,4639,31,70.16%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區三民里,5611,3824,3808,16,68.15%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區新益里,3854,2753,2735,18,71.43%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區富錦里,4248,2939,2917,22,69.19%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區新東里,4039,2806,2787,19,69.47%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區富泰里,3797,2568,2554,14,67.63%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區介壽里,3702,2649,2629,20,71.56%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區精忠里,3610,2427,2419,8,67.23%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區東光里,5985,4130,4101,29,69.01%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區龍田里,8074,5645,5612,33,69.92%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區東昌里,2236,1568,1552,16,70.13%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區東勢里,3633,2552,2535,17,70.24%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區中華里,5034,3499,3487,12,69.51%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區民有里,7091,4903,4864,39,69.14%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區民福里,5313,3809,3776,33,71.69%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區慈祐里,6373,3663,3628,35,57.48%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區安平里,6750,4924,4884,40,72.95%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區鵬程里,4695,3331,3310,21,70.95%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區自強里,8024,5674,5628,46,70.71%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區吉祥里,6997,4750,4702,48,67.89%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區新聚里,6453,4539,4504,35,70.34%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區復盛里,5348,3914,3889,25,73.19%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區中正里,7238,4989,4950,39,68.93%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區中崙里,3165,2230,2210,20,70.46%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區美仁里,2633,1905,1891,14,72.35%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區吉仁里,3245,2293,2272,21,70.66%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區敦化里,5712,4064,4034,30,71.15%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區復源里,2604,1856,1836,20,71.27%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區復建里,3508,2383,2367,16,67.93%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區復勢里,5001,3560,3528,32,71.19%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區福成里,2204,1492,1479,13,67.7%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市松山區,160549,111924,111113,811,69.71%,臺北市松山區松基里,3079,2319,2309,10,75.32%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區西村里,5029,2832,2805,27,56.31%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區正和里,3811,2722,2711,11,71.42%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區興隆里,2493,1661,1646,15,66.63%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區中興里,2697,1743,1735,8,64.63%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區新仁里,2840,1956,1941,15,68.87%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區興雅里,4848,3355,3330,25,69.2%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區敦厚里,4136,2787,2770,17,67.38%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區廣居里,6269,4504,4474,30,71.85%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區安康里,7594,5285,5242,43,69.59%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區六藝里,2965,2267,2239,28,76.46%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區雅祥里,4007,2871,2841,30,71.65%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區五常里,3091,2191,2166,25,70.88%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區五全里,4259,3131,3113,18,73.51%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區永吉里,3564,2468,2444,24,69.25%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區長春里,3468,2473,2445,28,71.31%
臺北市,2608923,2045925,5,4,1,1,1,--,1445370,1433736,11634,78.42%,70.65%,20%,臺北市信義區,179925,126784,125725,1059,70.46%,臺北市信義區四育里,4658,3442,3416,26,73.89%
