地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區莊敬里,4757,3895,3871,24,81.88%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區東榮里,6900,5385,5359,26,78.04%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區三民里,5503,4352,4318,34,79.08%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區新益里,3790,3061,3041,20,80.77%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區富錦里,4282,3382,3371,11,78.98%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區新東里,3885,3107,3083,24,79.97%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區富泰里,3676,2788,2780,8,75.84%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區介壽里,3769,2879,2859,20,76.39%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區精忠里,3746,2852,2834,18,76.13%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區東光里,6138,4743,4702,41,77.27%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區龍田里,4552,3509,3493,16,77.09%
臺北市,2622171,1868860,3,3,--,1,1,--,1511635,1498901,12734,71.27%,80.89%,33.33%,臺北市松山區,147885,117167,116351,816,79.23%,臺北市松山區東昌里,3699,2907,2893,14,78.59%
