地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區莊敬里,4754,3095,3077,18,65.1%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區東榮里,6745,4334,4302,32,64.26%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區三民里,5582,3580,3560,20,64.13%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區新益里,3790,2440,2420,20,64.38%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區富錦里,4254,2778,2757,21,65.3%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區新東里,4049,2551,2534,17,63%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區富泰里,3743,2371,2355,16,63.34%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區介壽里,3716,2424,2410,14,65.23%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區精忠里,3633,2267,2254,13,62.4%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區東光里,6045,3875,3844,31,64.1%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區龍田里,7567,4937,4912,25,65.24%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區東昌里,2212,1431,1420,11,64.69%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區東勢里,3635,2349,2333,16,64.62%
臺北市,2627474,2008434,6,5,1,1,1,--,1295790,1286089,9701,76.44%,64.52%,16.67%,臺北市松山區,157465,101441,100718,723,64.42%,臺北市松山區中華里,4968,3255,3245,10,65.52%
