選舉別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區藍橋里,1229,824,817,7,67.05%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區慈愛里,577,411,409,2,71.23%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區博愛里,771,566,555,11,73.41%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區壽星里,1284,878,873,5,68.38%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區中山里,1182,786,783,3,66.5%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區教仁里,2214,1513,1502,11,68.34%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區新樂里,876,612,607,5,69.86%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區中原里,687,492,488,4,71.62%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區光明里,1174,747,738,9,63.63%
區域,21934888,15550197,434,353,81,168,131,37,10311453,10174005,137448,70.89%,66.31%,38.71%,高雄市第一選區,843935,600021,17,13,4,6,5,1,394065,390190,3875,71.1%,65.68%,35.29%,高雄市第一選區鹽埕區,23418,15733,15569,164,67.18%,高雄市第一選區鹽埕區育仁里,810,519,516,3,64.07%
