選舉別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區忠政里,4521,3295,3196,99,72.88%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區民權里,2381,1755,1713,42,73.71%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區三仙里,2779,2019,1979,40,72.65%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區好平里,823,575,565,10,69.87%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區延平里,1193,894,872,22,74.94%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區永生里,946,720,696,24,76.11%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區大宏里,3034,2181,2137,44,71.89%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區王公里,3884,2784,2713,71,71.68%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區中營里,1147,853,835,18,74.37%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區土庫里,1437,1072,1047,25,74.6%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區興安里,393,306,298,8,77.86%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區南興里,2432,1687,1647,40,69.37%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區興業里,1441,1053,1021,32,73.07%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區民生里,3202,2279,2222,57,71.17%
區域,22704928,17625632,267,202,65,73,54,19,13170281,12943139,227142,77.63%,74.72%,27.34%,臺南市第一選區,338698,274597,3,2,1,1,--,1,195530,191204,4326,81.07%,71.21%,33.33%,臺南市第一選區新營區,60238,43677,42687,990,72.51%,臺南市第一選區新營區民榮里,4173,2954,2901,53,70.79%
