地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區藍橋里,349,36.93%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區慈愛里,157,46.59%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區博愛里,191,35.3%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區壽星里,483,50.74%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區中山里,380,44.08%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區教仁里,686,42.61%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區新樂里,316,47.38%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區中原里,235,43.44%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區光明里,364,42.77%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區育仁里,268,46.37%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區河濱里,622,49.09%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區沙地里,256,35.26%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區南端里,397,48.12%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區港都里,320,41.56%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區江西里,379,43.66%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區新豐里,190,42.6%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區府北里,564,46.92%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區陸橋里,433,48.43%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區瀨南里,193,38.45%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區新化里,242,44.24%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鹽埕區,7214,43.63%,高雄市鹽埕區江南里,189,31.34%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區鼓峰里,863,60.99%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區雄峰里,1089,74.13%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區前峰里,1852,59.15%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區光榮里,1054,38.27%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區民族里,511,46.54%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區內惟里,310,36.05%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區建國里,757,46.41%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區忠正里,1305,46.51%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區自強里,574,96.47%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區龍井里,477,48.82%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區正德里,516,38.05%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區平和里,923,39.55%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區民強里,795,39.85%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區厚生里,730,37.88%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區龍子里,2481,50.5%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區龍水里,2208,59.53%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區明誠里,4877,60.03%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區華豐里,1611,62.54%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區裕興里,1317,62.6%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區裕豐里,1119,71.87%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區鼓岩里,392,37.8%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區樹德里,337,35.89%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區寶樹里,288,38.71%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區興宗里,502,48.5%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區光化里,516,51.04%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區山下里,504,56.25%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區河邊里,528,45.01%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區綠川里,407,38.58%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區登山里,250,49.8%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區峰南里,274,41.02%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區麗興里,314,41.15%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區新民里,297,38.98%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區延平里,230,35.6%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區維生里,356,36.93%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區惠安里,309,34.84%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區壽山里,388,37.52%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區哨船頭里,372,47.39%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市鼓山區,31893,50.87%,高雄市鼓山區桃源里,260,56.64%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區進學里,560,51%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區尾西里,280,33.41%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區頂北里,161,37.01%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區中北里,163,30.81%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區中南里,93,23.37%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區廟東里,138,22.55%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區廟北里,209,28.4%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區尾南里,289,41.17%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區尾北里,865,42.46%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區屏山里,780,74.57%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區祥和里,375,91.91%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區永清里,1291,92.21%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區復興里,782,94.67%
高雄市,黃俊英,01,M,1941,中國國民黨,378303,49.27%,N,N,高雄市左營區,52772,58.65%,高雄市左營區莒光里,835,71.61%
