地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區莊敬里,14,0.36%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區東榮里,11,0.21%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區三民里,9,0.22%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區新益里,7,0.24%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區富錦里,8,0.25%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區新東里,8,0.28%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區富泰里,3,0.12%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區介壽里,9,0.32%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區精忠里,3,0.11%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區東光里,9,0.2%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區龍田里,4,0.16%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區東昌里,8,0.27%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區東勢里,6,0.3%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區中華里,5,0.19%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區民有里,11,0.22%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區民福里,12,0.31%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區慈祐里,9,0.24%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區安平里,16,0.28%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區鵬程里,5,0.16%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區自強里,6,0.14%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區吉祥里,9,0.21%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區新聚里,10,0.24%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區復盛里,12,0.31%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區中正里,9,0.2%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區中崙里,7,0.29%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區美仁里,5,0.23%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區吉仁里,2,0.09%
臺北市,紀榮治,01,M,1944,無黨籍及未經政黨推薦,3941,0.28%,N,N,臺北市松山區,257,0.23%,臺北市松山區敦化里,17,0.38%
