地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區藍橋里,191,18.78%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區慈愛里,46,16.97%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區博愛里,73,14.04%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區壽星里,191,20.67%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區中山里,167,21.17%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區教仁里,293,18.7%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區新樂里,146,22.96%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區中原里,70,14.49%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區光明里,131,15.5%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區育仁里,125,21.37%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區河濱里,290,22.69%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區沙地里,88,16.96%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區南端里,134,19.2%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區港都里,170,20.88%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區江西里,195,21.31%
高雄市,楊秋興,01,M,1956,無黨籍及未經政黨推薦,414950,26.68%,N,N,高雄市鹽埕區,3132,19.35%,高雄市鹽埕區新豐里,94,19.03%
