地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區留侯里,519,54.12%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區流芳里,431,51.49%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區赤松里,261,55.89%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區黃石里,357,50.21%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區挹秀里,666,62.77%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區湳興里,1700,52.16%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區新興里,995,51.26%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區社後里,1777,50.33%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區香社里,1211,44.46%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區中正里,1374,49.57%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區自強里,2109,62.45%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區自立里,836,47.85%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區光華里,927,56.05%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區國光里,1849,74.95%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區港尾里,912,51.38%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區金華里,1188,46.39%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區港德里,1374,46.77%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區民權里,959,54.27%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區建國里,1100,46.16%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區漢生里,1571,54.49%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區公館里,1113,47.38%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區新民里,1374,51.67%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區幸福里,1089,45.3%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區忠誠里,1937,76.14%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區百壽里,708,48.29%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區介壽里,981,50.2%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區新埔里,704,47.63%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區華江里,1642,50.68%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區江翠里,1355,45.41%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區純翠里,1473,45.65%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區溪頭里,1594,43.96%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區聯翠里,1083,50.82%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區宏翠里,1327,48.57%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區仁翠里,669,36.56%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區新翠里,2326,49.21%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區吉翠里,1035,43.62%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區德翠里,2076,50.32%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區滿翠里,782,38.6%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區明翠里,1406,43.92%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區松翠里,977,45.4%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區柏翠里,1135,47.93%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區龍翠里,1418,44.24%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區華翠里,1041,46.64%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區忠翠里,3058,53.37%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區嵐翠里,625,41.47%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區文翠里,1135,47.11%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區青翠里,750,42.81%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區懷翠里,1639,43.3%
新北市,朱立倫,01,M,1961,中國國民黨,1115536,52.61%,Y,N,新北市板橋區,154813,49.71%,新北市板橋區福翠里,467,50.71%
